Lon,Lat,Bias,Weighted Average
-118.5048500000000,33.70738100000000,-0.7090520900000000,9.454622939759728
-118.5089000000000,33.69280600000000,-0.6754398300000000,9.444630189362506
-118.5150800000000,33.67051100000000,-0.6546468700000000,9.377344540936793
-118.5212600000000,33.64821900000000,-0.6828594200000000,9.366789929426991
-118.5272000000000,33.62678000000000,-0.6714487100000000,9.321240886976817
-118.5333800000000,33.60448200000000,-0.6933412600000000,9.290611536276018
-118.5395600000000,33.58218500000000,-0.6805276900000000,9.256248215767593
-118.5457300000000,33.55988700000000,-0.6657762500000000,9.223035105065490
-118.5516600000000,33.53844900000000,-0.6521253600000000,9.171958873829384
-118.5559300000000,33.52301000000000,-0.6476831400000001,9.142032187204949
-118.6191700000000,33.29401800000000,-0.6182651500000000,8.985006914656422
-118.6222400000000,33.28286700000000,-0.6135826100000000,8.988227983038140
-118.6253100000000,33.27171800000000,-0.6042184800000000,8.993736262992853
-118.6309700000000,33.25113400000000,-0.6369457200000001,8.989923874223951
-118.6371100000000,33.22883400000000,-0.6210279500000000,8.966102153294264
-118.6432400000000,33.20653800000000,-0.5915622700000000,8.984201672384762
-118.6493800000000,33.18423900000000,-0.5965538000000000,8.977939456783275
-118.6552800000000,33.16280000000000,-0.5981760000000000,8.998735630484156
-118.6609400000000,33.14222100000000,-0.5979204200000000,8.997919641472601
-118.7357700000000,32.86947800000000,-0.5911884300000000,8.915317174318520
-118.7402300000000,32.85318100000000,-0.5935239800000000,8.909140393540872
-118.7463300000000,32.83087900000000,-0.6070756900000000,8.909020260192481
-118.7521900000000,32.80943300000000,-0.5986671400000000,8.900027615054247
-118.7582800000000,32.78713200000000,-0.5834932300000000,8.894106838069618
-118.7643700000000,32.76483400000000,-0.5552406300000000,8.895728946533765
-118.7704700000000,32.74253200000000,-0.5750865900000000,8.882196822991741
-118.7765600000000,32.72023300000000,-0.5687618300000000,8.866930067528744
-118.7824200000000,32.69878900000000,-0.5858211500000000,8.851793622652572
-118.7885100000000,32.67648700000000,-0.5629272500000000,8.829128297626252
-118.7917900000000,32.66447800000000,-0.5785846700000000,8.819518006300694
-118.7922500000000,32.66276200000000,-0.5961017600000000,8.810986232032926
